He+ 0         2         1    198310.7722(2S)
3  5   9 0.00+00 2.97+00
1 10   5 6.38+07 2.89+01
1  5  10 0.00+00 4.10+01
2 11   5 1.00-30 4.48+00
2  5  11 0.00+00 7.13+00
3 12   5 1.00-30 1.63-02
3  5  12 0.00+00 1.15+00
1 13   5 6.55+06 2.99-01
1  5  13 0.00+00 7.89-01
3 14   5 1.00-30 3.93-02
3  5  14 0.00+00 1.22+00
3 15   5 1.00-30 7.08-02
3  5  15 0.00+00 7.99-01
1 16   5 2.02+07 4.00+00
1  5  16 0.00+00 6.87+00
3 17   5 1.00-30 2.91-02
3  5  17 0.00+00 5.30-01
2 18   5 1.00-30 2.02+00
2  5  18 0.00+00 4.46+00
2 19   5 1.00-30 8.39-01
2  5  19 0.00+00 1.72+00
3  7   6 1.00-30 1.09-01
3  6   7 0.00+00 5.11+00
1  8   6 1.08+06 8.33+02
1  6   8 0.00+00 8.74+02
2  9   6 1.00-30 7.56+01
2  6   9 0.00+00 8.44+01
3 10   6 1.00-30 1.85-01
3  6  10 0.00+00 3.18+00
3 11   6 1.00-30 1.25-01
3  6  11 0.00+00 1.22+00
2 12   6 1.00-30 1.26+01
2  6  12 0.00+00 2.71+01
3 13   6 1.00-30 1.56-02
3  6  13 0.00+00 7.63-01
1 14   6 6.08+05 8.04+00
1  6  14 0.00+00 1.60+01
2 15   6 1.00-30 1.27+01
2  6  15 0.00+00 1.99+01
3 16   6 1.00-30 2.95-02
3  6  16 0.00+00 1.44+00
2 17   6 1.00-30 1.96+01
2  6  17 0.00+00 2.64+01
3 18   6 1.00-30 5.91-02
3  6  18 0.00+00 1.33+00
3 19   6 1.00-30 2.16-02
3  6  19 0.00+00 6.21-01
3  8   7 1.00-30 1.37+00
3  7   8 0.00+00 5.10+00
3  9   7 1.00-30 1.35-01
3  7   9 0.00+00 4.08-01
2 10   7 1.00-30 2.60+01
2  7  10 0.00+00 4.93+01
1 11   7 2.53+05 4.89+02
1  7  11 0.00+00 4.87+02
3 12   7 1.00-30 1.53-02
3  7  12 0.00+00 4.02+00
2 13   7 1.00-30 5.02+00
2  7  13 0.00+00 8.23+00
3 14   7 1.00-30 2.38-02
3  7  14 0.00+00 1.81+00
3 15   7 1.00-30 3.21-02
3  7  15 0.00+00 2.07+00
2 16   7 1.00-30 1.11+01
2  7  16 0.00+00 1.41+01
3 17   7 1.00-30 7.09-02
3  7  17 0.00+00 1.52+00
2 18   7 1.00-30 9.73+00
2  7  18 0.00+00 1.24+01
1 19   7 1.37+06 5.89+00
1  7  19 0.00+00 7.26+00
1  9   8 1.28+04 3.08+03
1  8   9 0.00+00 3.00+03
3 10   8 1.00-30 4.60+00
3  8  10 0.00+00 1.47+01
3 11   8 1.00-30 1.36+00
3  8  11 0.00+00 5.75+00
1 12   8 6.52+06 9.92+01
1  8  12 0.00+00 1.21+02
3 13   8 1.00-30 2.16-02
3  8  13 0.00+00 2.03+00
2 14   8 1.00-30 6.88+01
2  8  14 0.00+00 9.81+01
1 15   8 6.68+06 2.27+02
1  8  15 0.00+00 2.62+02
3 16   8 1.00-30 8.76-02
3  8  16 0.00+00 4.12+00
2 17   8 1.00-30 1.65+02
2  8  17 0.00+00 2.00+02
3 18   8 1.00-30 1.85-01
3  8  18 0.00+00 4.07+00
3 19   8 1.00-30 6.12-02
3  8  19 0.00+00 2.27+00
3 10   9 1.00-30 6.52+00
3  9  10 0.00+00 6.55+00
3 11   9 1.00-30 1.16+00
3  9  11 0.00+00 1.28+00
2 12   9 1.00-30 1.40+01
2  9  12 0.00+00 3.60+01
3 13   9 1.00-30 2.96-02
3  9  13 0.00+00 2.27+00
1 14   9 5.97+05 3.50+01
1  9  14 0.00+00 6.30+01
2 15   9 1.00-30 1.09+02
2  9  15 0.00+00 1.51+02
3 16   9 1.00-30 2.20-01
3  9  16 0.00+00 6.43+00
1 17   9 1.39+07 1.03+03
1  9  17 0.00+00 1.14+03
3 18   9 1.00-30 4.07-01
3  9  18 0.00+00 7.58+00
3 19   9 1.00-30 8.05-02
3  9  19 0.00+00 2.45+00
1 11  10 1.68+02 2.20+03
1 10  11 0.00+00 2.29+03
3 12  10 1.00-30 3.29-02
3 10  12 0.00+00 3.51+00
2 13  10 1.00-30 2.54+00
2 10  13 0.00+00 6.71+00
3 14  10 1.00-30 9.98-02
3 10  14 0.00+00 6.83+00
3 15  10 1.00-30 2.24-01
3 10  15 0.00+00 7.67+00
2 16  10 1.00-30 3.61+01
2 10  16 0.00+00 5.14+01
3 17  10 1.00-30 4.17-01
3 10  17 0.00+00 8.89+00
1 18  10 1.38+07 3.74+02
1 10  18 0.00+00 4.09+02
1 19  10 2.77+05 7.45+00
1 10  19 0.00+00 1.22+01
3 12  11 1.00-30 3.40-02
3 11  12 0.00+00 1.69+00
1 13  11 4.59+06 2.19+01
1 11  13 0.00+00 2.44+01
3 14  11 1.00-30 7.71-02
3 11  14 0.00+00 2.62+00
3 15  11 1.00-30 8.79-02
3 11  15 0.00+00 2.35+00
1 16  11 7.11+06 1.26+02
1 11  16 0.00+00 1.38+02
3 17  11 1.00-30 2.01-01
3 11  17 0.00+00 2.42+00
2 18  11 1.00-30 5.76+01
2 11  18 0.00+00 6.55+01
2 19  11 1.00-30 2.32+01
2 11  19 0.00+00 2.66+01
3 13  12 1.00-30 8.11+00
3 12  13 0.00+00 4.88+00
1 14  12 2.27+05 4.60+03
1 12  14 0.00+00 4.58+03
2 15  12 1.00-30 3.70+02
2 12  15 0.00+00 4.02+02
3 16  12 1.00-30 5.26-02
3 12  16 0.00+00 6.59+00
2 17  12 1.00-30 5.00+01
2 12  17 0.00+00 1.36+02
3 18  12 1.00-30 4.60-02
3 12  18 0.00+00 3.06+00
3 19  12 1.00-30 5.72-02
3 12  19 0.00+00 2.72+00
3 14  13 1.00-30 4.04+00
3 13  14 0.00+00 3.87+00
3 15  13 1.00-30 1.47+00
3 13  15 0.00+00 3.04+00
2 16  13 1.00-30 9.66+01
2 13  16 0.00+00 1.16+02
3 17  13 1.00-30 3.14+00
3 13  17 0.00+00 1.91+00
2 18  13 1.00-30 3.20+01
2 13  18 0.00+00 6.14+01
1 19  13 5.79+04 2.29+03
1 13  19 0.00+00 2.29+03
1 15  14 4.15+03 1.46+04
1 14  15 0.00+00 1.50+04
3 16  14 1.00-30 1.17+01
3 14  16 0.00+00 1.37+01
2 17  14 1.00-30 1.09+03
2 14  17 0.00+00 1.29+03
3 18  14 1.00-30 9.86+00
3 14  18 0.00+00 1.08+01
3 19  14 1.00-30 8.05+00
3 14  19 0.00+00 7.82+00
3 16  15 1.00-30 1.64+01
3 15  16 0.00+00 1.64+01
1 17  15 8.15-02 8.43+04
1 15  17 0.00+00 8.43+04
3 18  15 1.00-30 2.07+01
3 15  18 0.00+00 2.08+01
3 19  15 1.00-30 6.62+00
3 15  19 0.00+00 6.89+00
3 17  16 1.00-30 2.95+01
3 16  17 0.00+00 2.96+01
1 18  16 3.63-02 3.14+04
1 16  18 0.00+00 3.14+04
1 19  16 5.70+01 9.50+03
1 16  19 0.00+00 9.67+03
3 18  17 1.00-30 2.57+01
3 17  18 0.00+00 2.57+01
3 19  17 1.00-30 4.20+00
3 17  19 0.00+00 4.40+00
2 19  18 1.00-30 5.33+02
2 18  19 0.00+00 5.39+02
S  1  +1             NaN
S +1   1         1.86-07
S  2  +1             NaN
S +1   2         3.68-08
S  3  +1             NaN
S +1   3         4.48-08
S  4  +1             NaN
S +1   4         5.96-08
S  5  +1             NaN
S +1   5         6.39-08
S  6  +1             NaN
S +1   6         7.95-08
S  7  +1             NaN
S +1   7         8.31-08
S  8  +1             NaN
S +1   8         9.91-08
S  9  +1             NaN
S +1   9         1.32-07
S 10  +1             NaN
S +1  10         1.34-07
S 11  +1             NaN
S +1  11         1.02-07
S 12  +1             NaN
S +1  12         1.03-07
S 13  +1             NaN
S +1  13         1.03-07
S 14  +1             NaN
S +1  14         1.25-07
S 15  +1             NaN
S +1  15         1.47-07
S 16  +1             NaN
S +1  16         1.46-07
S 17  +1             NaN
S +1  17         1.76-07
S 18  +1             NaN
S +1  18         1.75-07
S 19  +1             NaN
S +1  19         1.25-07
  -1
  -1  -1
c-------------------------------------------------------------------------------
c comments from original adf04 file
C-----------------------------------------------------------------------
C
C  This file tabulates the collision strengths on a fairly standard
C  grid, however care should be taken when using this ADF04 type 1
C  file, and any other type 1 file, because the tabulation may not
C  be fine enough to form a well defined convolution with the
C  distribution function being used.  More information on this can be
C  obtained from the compiler of this data set.
C
C  This data incorporates the neutral helium R-matrix calculation of
C  Ballance (2003).  This calculation included detailed representation
C  of the resonance region.  Interval averaging techniques were used
C  to convert the OMEGA file produced by the R-matrix calculation to
C  a manageable size (Paton, 2003).
C
C  The main differences between this data and previous ADAS preferred
C  data lies at low energy.
C
C  This data comprises components from the following workbooks
C         (1) he0_excitation_1s(1S)-nl().xls
C         (2) he0_excitation_2s(3S)-nl().xls
C         (3) he0_excitation_2s(1S)-nl().xls
C         (4) he0_excitation_2p(1P)-nl().xls
C         (5) he0_excitation_2p(3P)-nl().xls
C         (6) he0_excitation_3s(1S)-nl().xls
C         (7) he0_excitation_3s(3S)-nl().xls
C         (8) he0_excitation_3p(1P)-nl().xls
C         (9) he0_excitation_3p(3P)-nl().xls
C        (10) he0_excitation_3d(1D)-nl().xls
C        (11) he0_excitation_3d(3D)-nl().xls
C        (12) he0_excitation_4s(1S)-nl().xls
C        (13) he0_excitation_4s(3S)-nl().xls
C        (14) he0_excitation_4p(3P)-nl().xls
C        (15) he0_excitation_4d(1D)-nl().xls
C        (16) he0_excitation_4d(3D)-nl().xls
C        (17) he0_excitation_4f(1F)-nl().xls
C        (18) he0_excitation_4f(3F)-nl().xls
C
C        (19) he0_ionisation.xls
C
C  The workbooks contain historic comparative assessments of helium
C  data and ADAS preferred data sets.  The workbooks are available
C  to identified data assessors for further study.
C
C
C  Compiler:  I. D. Paton, University of Strathclyde
C  Email: paton@phys.strath.ac.uk
C
C  Date:  15 April 2004
C
C-----------------------------------------------------------------------
c-------------------------------------------------------------------------------
c
c  Conversion of an adf04 dataset from type 1 to type 4
c
c  Parameter: Cowan ion threshold shift = F
c  adf37 distribution : /home/cg0527/7#3/test_write_adf37.dat
c
c  Producer : Che Li
c  Date     : 30-06-2022
c
c-------------------------------------------------------------------------------
