He+ 0         2         1    198310.7722(2S)
3  5   9 0.00+00 1.77-02
1 10   5 6.38+07 3.34+02
1  5  10 0.00+00 3.33+02
2 11   5 1.00-30 1.55+01
2  5  11 0.00+00 1.55+01
3 12   5 1.00-30 1.57-03
3  5  12 0.00+00 1.57-03
1 13   5 6.55+06 2.65+00
1  5  13 0.00+00 2.64+00
3 14   5 1.00-30 3.99-03
3  5  14 0.00+00 4.03-03
3 15   5 1.00-30 5.35-03
3  5  15 0.00+00 5.36-03
1 16   5 2.02+07 4.45+01
1  5  16 0.00+00 4.44+01
3 17   5 1.00-30 2.25-03
3  5  17 0.00+00 2.26-03
2 18   5 1.00-30 4.76+00
2  5  18 0.00+00 4.75+00
2 19   5 1.00-30 3.10+00
2  5  19 0.00+00 3.09+00
3  7   6 1.00-30 3.82-02
3  6   7 0.00+00 3.81-02
1  8   6 1.08+06 3.74+03
1  6   8 0.00+00 3.73+03
2  9   6 1.00-30 1.39+02
2  6   9 0.00+00 1.38+02
3 10   6 1.00-30 1.07-02
3  6  10 0.00+00 1.07-02
3 11   6 1.00-30 8.20-03
3  6  11 0.00+00 8.18-03
2 12   6 1.00-30 3.96+01
2  6  12 0.00+00 3.95+01
3 13   6 1.00-30 1.77-03
3  6  13 0.00+00 1.94-03
1 14   6 6.08+05 3.89+01
1  6  14 0.00+00 3.89+01
2 15   6 1.00-30 2.88+01
2  6  15 0.00+00 2.87+01
3 16   6 1.00-30 2.27-03
3  6  16 0.00+00 2.33-03
2 17   6 1.00-30 3.66+01
2  6  17 0.00+00 3.66+01
3 18   6 1.00-30 4.37-03
3  6  18 0.00+00 4.53-03
3 19   6 1.00-30 1.53-03
3  6  19 0.00+00 1.58-03
3  8   7 1.00-30 1.36-02
3  7   8 0.00+00 1.35-02
3  9   7 1.00-30 9.02-03
3  7   9 0.00+00 9.02-03
2 10   7 1.00-30 4.61+01
2  7  10 0.00+00 4.60+01
1 11   7 2.53+05 1.71+03
1  7  11 0.00+00 1.71+03
3 12   7 1.00-30 2.81-03
3  7  12 0.00+00 3.11-03
2 13   7 1.00-30 1.65+01
2  7  13 0.00+00 1.64+01
3 14   7 1.00-30 2.04-03
3  7  14 0.00+00 2.40-03
3 15   7 1.00-30 2.46-03
3  7  15 0.00+00 2.53-03
2 16   7 1.00-30 2.45+01
2  7  16 0.00+00 2.45+01
3 17   7 1.00-30 5.07-03
3  7  17 0.00+00 5.12-03
2 18   7 1.00-30 1.76+01
2  7  18 0.00+00 1.76+01
1 19   7 1.37+06 4.68+01
1  7  19 0.00+00 4.67+01
1  9   8 1.28+04 8.60+03
1  8   9 0.00+00 8.59+03
3 10   8 1.00-30 4.32-02
3  8  10 0.00+00 4.33-02
3 11   8 1.00-30 3.02-02
3  8  11 0.00+00 3.02-02
1 12   8 6.52+06 6.87+02
1  8  12 0.00+00 6.86+02
3 13   8 1.00-30 2.34-03
3  8  13 0.00+00 2.41-03
2 14   8 1.00-30 1.97+02
2  8  14 0.00+00 1.97+02
1 15   8 6.68+06 1.77+03
1  8  15 0.00+00 1.76+03
3 16   8 1.00-30 7.61-03
3  8  16 0.00+00 7.99-03
2 17   8 1.00-30 3.88+02
2  8  17 0.00+00 3.87+02
3 18   8 1.00-30 1.30-02
3  8  18 0.00+00 1.33-02
3 19   8 1.00-30 6.81-03
3  8  19 0.00+00 6.96-03
3 10   9 1.00-30 1.37-01
3  9  10 0.00+00 1.37-01
3 11   9 1.00-30 3.40-02
3  9  11 0.00+00 3.40-02
2 12   9 1.00-30 2.53+01
2  9  12 0.00+00 2.52+01
3 13   9 1.00-30 2.50-03
3  9  13 0.00+00 2.53-03
1 14   9 5.97+05 1.50+02
1  9  14 0.00+00 1.49+02
2 15   9 1.00-30 2.86+02
2  9  15 0.00+00 2.86+02
3 16   9 1.00-30 1.87-02
3  9  16 0.00+00 1.97-02
1 17   9 1.39+07 7.37+03
1  9  17 0.00+00 7.36+03
3 18   9 1.00-30 2.75-02
3  9  18 0.00+00 2.82-02
3 19   9 1.00-30 6.93-03
3  9  19 0.00+00 7.21-03
1 11  10 1.68+02 3.47+03
1 10  11 0.00+00 3.47+03
3 12  10 1.00-30 3.43-03
3 10  12 0.00+00 3.35-03
2 13  10 1.00-30 4.36+00
2 10  13 0.00+00 4.36+00
3 14  10 1.00-30 9.33-03
3 10  14 0.00+00 1.09-02
3 15  10 1.00-30 1.94-02
3 10  15 0.00+00 2.01-02
2 16  10 1.00-30 9.42+01
2 10  16 0.00+00 9.41+01
3 17  10 1.00-30 2.94-02
3 10  17 0.00+00 3.02-02
1 18  10 1.38+07 2.45+03
1 10  18 0.00+00 2.45+03
1 19  10 2.77+05 2.24+01
1 10  19 0.00+00 2.23+01
3 12  11 1.00-30 2.87-03
3 11  12 0.00+00 2.82-03
1 13  11 4.59+06 1.42+02
1 11  13 0.00+00 1.42+02
3 14  11 1.00-30 7.69-03
3 11  14 0.00+00 8.22-03
3 15  11 1.00-30 6.77-03
3 11  15 0.00+00 6.92-03
1 16  11 7.11+06 9.05+02
1 11  16 0.00+00 9.03+02
3 17  11 1.00-30 1.27-02
3 11  17 0.00+00 1.29-02
2 18  11 1.00-30 1.49+02
2 11  18 0.00+00 1.48+02
2 19  11 1.00-30 7.22+01
2 11  19 0.00+00 7.21+01
3 13  12 1.00-30 3.73-02
3 12  13 0.00+00 3.71-02
1 14  12 2.27+05 1.39+04
1 12  14 0.00+00 1.38+04
2 15  12 1.00-30 5.71+02
2 12  15 0.00+00 5.70+02
3 16  12 1.00-30 7.26-03
3 12  16 0.00+00 7.24-03
2 17  12 1.00-30 9.39+01
2 12  17 0.00+00 9.38+01
3 18  12 1.00-30 5.37-03
3 12  18 0.00+00 5.34-03
3 19  12 1.00-30 6.26-03
3 12  19 0.00+00 6.23-03
3 14  13 1.00-30 9.93-03
3 13  14 0.00+00 9.88-03
3 15  13 1.00-30 7.51-03
3 13  15 0.00+00 7.69-03
2 16  13 1.00-30 1.97+02
2 13  16 0.00+00 1.97+02
3 17  13 1.00-30 4.80-03
3 13  17 0.00+00 4.88-03
2 18  13 1.00-30 2.70+01
2 13  18 0.00+00 2.69+01
1 19  13 5.79+04 6.16+03
1 13  19 0.00+00 6.15+03
1 15  14 4.15+03 4.09+04
1 14  15 0.00+00 4.09+04
3 16  14 1.00-30 3.15-02
3 14  16 0.00+00 3.13-02
2 17  14 1.00-30 5.96+02
2 14  17 0.00+00 5.96+02
3 18  14 1.00-30 2.13-02
3 14  18 0.00+00 2.12-02
3 19  14 1.00-30 9.80-02
3 14  19 0.00+00 9.79-02
3 16  15 1.00-30 5.21-02
3 15  16 0.00+00 5.21-02
1 17  15 8.15-02 6.74+04
1 15  17 0.00+00 6.74+04
3 18  15 1.00-30 6.53-02
3 15  18 0.00+00 6.53-02
3 19  15 1.00-30 1.93-02
3 15  19 0.00+00 1.93-02
3 17  16 1.00-30 5.95-02
3 16  17 0.00+00 5.95-02
1 18  16 3.63-02 2.42+04
1 16  18 0.00+00 2.42+04
1 19  16 5.70+01 1.66+04
1 16  19 0.00+00 1.66+04
3 18  17 1.00-30 1.07-03
3 17  18 0.00+00 1.07-03
3 19  17 1.00-30 1.47-02
3 17  19 0.00+00 1.47-02
2 19  18 1.00-30 1.84+02
2 18  19 0.00+00 1.84+02
S  1  +1             NaN
S +1   1         2.52-08
S  2  +1             NaN
S +1   2         4.76-08
S  3  +1             NaN
S +1   3         6.56-08
S  4  +1             NaN
S +1   4         8.42-08
S  5  +1             NaN
S +1   5         8.11-08
S  6  +1             NaN
S +1   6         1.08-07
S  7  +1             NaN
S +1   7         1.29-07
S  8  +1             NaN
S +1   8         1.96-07
S  9  +1             NaN
S +1   9         1.43-07
S 10  +1             NaN
S +1  10         1.46-07
S 11  +1             NaN
S +1  11         1.75-07
S 12  +1             NaN
S +1  12         1.48-07
S 13  +1             NaN
S +1  13         1.84-07
S 14  +1             NaN
S +1  14         3.12-07
S 15  +1             NaN
S +1  15         2.07-07
S 16  +1             NaN
S +1  16         1.99-07
S 17  +1             NaN
S +1  17         2.10-07
S 18  +1             NaN
S +1  18         2.22-07
S 19  +1             NaN
S +1  19         2.98-07
  -1
  -1  -1
c-------------------------------------------------------------------------------
c comments from original adf04 file
C-----------------------------------------------------------------------
C
C  This file tabulates the collision strengths on a fairly standard
C  grid, however care should be taken when using this ADF04 type 1
C  file, and any other type 1 file, because the tabulation may not
C  be fine enough to form a well defined convolution with the
C  distribution function being used.  More information on this can be
C  obtained from the compiler of this data set.
C
C  This data incorporates the neutral helium R-matrix calculation of
C  Ballance (2003).  This calculation included detailed representation
C  of the resonance region.  Interval averaging techniques were used
C  to convert the OMEGA file produced by the R-matrix calculation to
C  a manageable size (Paton, 2003).
C
C  The main differences between this data and previous ADAS preferred
C  data lies at low energy.
C
C  This data comprises components from the following workbooks
C         (1) he0_excitation_1s(1S)-nl().xls
C         (2) he0_excitation_2s(3S)-nl().xls
C         (3) he0_excitation_2s(1S)-nl().xls
C         (4) he0_excitation_2p(1P)-nl().xls
C         (5) he0_excitation_2p(3P)-nl().xls
C         (6) he0_excitation_3s(1S)-nl().xls
C         (7) he0_excitation_3s(3S)-nl().xls
C         (8) he0_excitation_3p(1P)-nl().xls
C         (9) he0_excitation_3p(3P)-nl().xls
C        (10) he0_excitation_3d(1D)-nl().xls
C        (11) he0_excitation_3d(3D)-nl().xls
C        (12) he0_excitation_4s(1S)-nl().xls
C        (13) he0_excitation_4s(3S)-nl().xls
C        (14) he0_excitation_4p(3P)-nl().xls
C        (15) he0_excitation_4d(1D)-nl().xls
C        (16) he0_excitation_4d(3D)-nl().xls
C        (17) he0_excitation_4f(1F)-nl().xls
C        (18) he0_excitation_4f(3F)-nl().xls
C
C        (19) he0_ionisation.xls
C
C  The workbooks contain historic comparative assessments of helium
C  data and ADAS preferred data sets.  The workbooks are available
C  to identified data assessors for further study.
C
C
C  Compiler:  I. D. Paton, University of Strathclyde
C  Email: paton@phys.strath.ac.uk
C
C  Date:  15 April 2004
C
C-----------------------------------------------------------------------
c-------------------------------------------------------------------------------
c
c  Conversion of an adf04 dataset from type 1 to type 4
c
c  Parameter: Cowan ion threshold shift = F
c  adf37 distribution : /home/cg0527/7#3/test_write_adf37.dat
c
c  Producer : Che Li
c  Date     : 03-08-2022
c
c-------------------------------------------------------------------------------
